SFO_MV,MV_SFO,time_sec
74.0,76.0,30798000
68.0,82.0,30801600
66.0,88.0,30805200
68.0,97.0,30808800
68.0,95.0,30812400
73.0,92.0,30816000
75.0,89.0,30819600
68.0,89.0,30823200
54.0,82.0,30826800
49.0,69.0,30830400
48.0,61.0,30834000
44.0,49.0,30837600
33.0,35.0,30841200
22.0,19.0,30844800
18.0,10.0,30848400
19.0,7.0,30852000
23.0,7.0,30855600
41.0,11.0,30859200
78.0,26.0,30862800
91.0,48.0,30866400
92.0,71.0,30870000
88.0,75.0,30873600
82.0,72.0,30877200
79.0,72.0,30880800
74.0,76.0,30884400
68.0,82.0,30888000
66.0,88.0,30891600
68.0,97.0,30895200
68.0,95.0,30898800
73.0,92.0,30902400
75.0,89.0,30906000
68.0,89.0,30909600
54.0,82.0,30913200
49.0,69.0,30916800
48.0,61.0,30920400
44.0,49.0,30924000
33.0,35.0,30927600
22.0,19.0,30931200
18.0,10.0,30934800
19.0,7.0,30938400
23.0,7.0,30942000
41.0,11.0,30945600
78.0,26.0,30949200
91.0,48.0,30952800
92.0,71.0,30956400
88.0,75.0,30960000
82.0,72.0,30963600
79.0,72.0,30967200
74.0,76.0,30970800
68.0,82.0,30974400
66.0,88.0,30978000
68.0,97.0,30981600
68.0,95.0,30985200
73.0,92.0,30988800
75.0,89.0,30992400
68.0,89.0,30996000
54.0,82.0,30999600
49.0,69.0,31003200
48.0,61.0,31006800
44.0,49.0,31010400
33.0,35.0,31014000
22.0,19.0,31017600
18.0,10.0,31021200
19.0,7.0,31024800
23.0,7.0,31028400
41.0,11.0,31032000
78.0,26.0,31035600
91.0,48.0,31039200
92.0,71.0,31042800
88.0,75.0,31046400
82.0,72.0,31050000
79.0,72.0,31053600
74.0,76.0,31057200
68.0,82.0,31060800
66.0,88.0,31064400
68.0,97.0,31068000
68.0,95.0,31071600
73.0,92.0,31075200
75.0,89.0,31078800
68.0,89.0,31082400
54.0,82.0,31086000
49.0,69.0,31089600
48.0,61.0,31093200
44.0,49.0,31096800
33.0,35.0,31100400
22.0,19.0,31104000
18.0,10.0,31107600
19.0,7.0,31111200
23.0,7.0,31114800
41.0,11.0,31118400
78.0,26.0,31122000
91.0,48.0,31125600
92.0,71.0,31129200
88.0,75.0,31132800
82.0,72.0,31136400
79.0,72.0,31140000
74.0,76.0,31143600
68.0,82.0,31147200
66.0,88.0,31150800
68.0,97.0,31154400
68.0,95.0,31158000
73.0,92.0,31161600
75.0,89.0,31165200
68.0,89.0,31168800
54.0,82.0,31172400
49.0,69.0,31176000
48.0,61.0,31179600
44.0,49.0,31183200
33.0,35.0,31186800
22.0,19.0,31190400
18.0,10.0,31194000
19.0,7.0,31197600
23.0,7.0,31201200
41.0,11.0,31204800
78.0,26.0,31208400
91.0,48.0,31212000
92.0,71.0,31215600
88.0,75.0,31219200
82.0,72.0,31222800
79.0,72.0,31226400
74.0,76.0,31230000
68.0,82.0,31233600
66.0,88.0,31237200
68.0,97.0,31240800
68.0,95.0,31244400
73.0,92.0,31248000
75.0,89.0,31251600
68.0,89.0,31255200
54.0,82.0,31258800
49.0,69.0,31262400
48.0,61.0,31266000
44.0,49.0,31269600
33.0,35.0,31273200
22.0,19.0,31276800
18.0,10.0,31280400
19.0,7.0,31284000
23.0,7.0,31287600
41.0,11.0,31291200
78.0,26.0,31294800
91.0,48.0,31298400
92.0,71.0,31302000
88.0,75.0,31305600
82.0,72.0,31309200
79.0,72.0,31312800
74.0,76.0,31316400
68.0,82.0,31320000
66.0,88.0,31323600
68.0,97.0,31327200
68.0,95.0,31330800
73.0,92.0,31334400
75.0,89.0,31338000
68.0,89.0,31341600
54.0,82.0,31345200
49.0,69.0,31348800
48.0,61.0,31352400
44.0,49.0,31356000
33.0,35.0,31359600
22.0,19.0,31363200
18.0,10.0,31366800
19.0,7.0,31370400
23.0,7.0,31374000
41.0,11.0,31377600
78.0,26.0,31381200
91.0,48.0,31384800
92.0,71.0,31388400
88.0,75.0,31392000
82.0,72.0,31395600
79.0,72.0,31399200
74.0,76.0,31402800
68.0,82.0,31406400
66.0,88.0,31410000
68.0,97.0,31413600
68.0,95.0,31417200
73.0,92.0,31420800
75.0,89.0,31424400
68.0,89.0,31428000
54.0,82.0,31431600
49.0,69.0,31435200
48.0,61.0,31438800
44.0,49.0,31442400
33.0,35.0,31446000
22.0,19.0,31449600
18.0,10.0,31453200
19.0,7.0,31456800
23.0,7.0,31460400
41.0,11.0,31464000
78.0,26.0,31467600
91.0,48.0,31471200
92.0,71.0,31474800
88.0,75.0,31478400
82.0,72.0,31482000
79.0,72.0,31485600
74.0,76.0,31489200
68.0,82.0,31492800
66.0,88.0,31496400
68.0,97.0,31500000
68.0,95.0,31503600
73.0,92.0,31507200
75.0,89.0,31510800
68.0,89.0,31514400
54.0,82.0,31518000
49.0,69.0,31521600
48.0,61.0,31525200
44.0,49.0,31528800
33.0,35.0,31532400
22.0,19.0,31536000
18.0,10.0,31539600
19.0,7.0,31543200
23.0,7.0,31546800
41.0,11.0,31550400
78.0,26.0,31554000
91.0,48.0,31557600
92.0,71.0,31561200
88.0,75.0,31564800
82.0,72.0,31568400
79.0,72.0,31572000
74.0,76.0,31575600
68.0,82.0,31579200
66.0,88.0,31582800
68.0,97.0,31586400
68.0,95.0,31590000
73.0,92.0,31593600
75.0,89.0,31597200
68.0,89.0,31600800
54.0,82.0,31604400
49.0,69.0,31608000
48.0,61.0,31611600
44.0,49.0,31615200
33.0,35.0,31618800
22.0,19.0,31622400
18.0,10.0,31626000
19.0,7.0,31629600
23.0,7.0,31633200
41.0,11.0,31636800
78.0,26.0,31640400
91.0,48.0,31644000
92.0,71.0,31647600
88.0,75.0,31651200
82.0,72.0,31654800
79.0,72.0,31658400
74.0,76.0,31662000
68.0,82.0,31665600
66.0,88.0,31669200
68.0,97.0,31672800
68.0,95.0,31676400
73.0,92.0,31680000
75.0,89.0,31683600
68.0,89.0,31687200
54.0,82.0,31690800
49.0,69.0,31694400
48.0,61.0,31698000
44.0,49.0,31701600
33.0,35.0,31705200
22.0,19.0,31708800
18.0,10.0,31712400
19.0,7.0,31716000
23.0,7.0,31719600
41.0,11.0,31723200
78.0,26.0,31726800
91.0,48.0,31730400
92.0,71.0,31734000
88.0,75.0,31737600
82.0,72.0,31741200
79.0,72.0,31744800
74.0,76.0,31748400
68.0,82.0,31752000
66.0,88.0,31755600
68.0,97.0,31759200
68.0,95.0,31762800
73.0,92.0,31766400
75.0,89.0,31770000
68.0,89.0,31773600
54.0,82.0,31777200
49.0,69.0,31780800
48.0,61.0,31784400
44.0,49.0,31788000
33.0,35.0,31791600
22.0,19.0,31795200
18.0,10.0,31798800
19.0,7.0,31802400
23.0,7.0,31806000
41.0,11.0,31809600
78.0,26.0,31813200
91.0,48.0,31816800
92.0,71.0,31820400
88.0,75.0,31824000
82.0,72.0,31827600
79.0,72.0,31831200
74.0,76.0,31834800
68.0,82.0,31838400
66.0,88.0,31842000
68.0,97.0,31845600
68.0,95.0,31849200
73.0,92.0,31852800
75.0,89.0,31856400
68.0,89.0,31860000
54.0,82.0,31863600
49.0,69.0,31867200
48.0,61.0,31870800
44.0,49.0,31874400
33.0,35.0,31878000
22.0,19.0,31881600
18.0,10.0,31885200
19.0,7.0,31888800
23.0,7.0,31892400
41.0,11.0,31896000
78.0,26.0,31899600
91.0,48.0,31903200
92.0,71.0,31906800
88.0,75.0,31910400
82.0,72.0,31914000
79.0,72.0,31917600
74.0,76.0,31921200
68.0,82.0,31924800
66.0,88.0,31928400
68.0,97.0,31932000
68.0,95.0,31935600
73.0,92.0,31939200
75.0,89.0,31942800
68.0,89.0,31946400
54.0,82.0,31950000
49.0,69.0,31953600
48.0,61.0,31957200
44.0,49.0,31960800
33.0,35.0,31964400
22.0,19.0,31968000
18.0,10.0,31971600
19.0,7.0,31975200
23.0,7.0,31978800
41.0,11.0,31982400
78.0,26.0,31986000
91.0,48.0,31989600
92.0,71.0,31993200
88.0,75.0,31996800
82.0,72.0,32000400
79.0,72.0,32004000
74.0,76.0,32007600
68.0,82.0,32011200
66.0,88.0,32014800
68.0,97.0,32018400
68.0,95.0,32022000
73.0,92.0,32025600
75.0,89.0,32029200
68.0,89.0,32032800
54.0,82.0,32036400
49.0,69.0,32040000
48.0,61.0,32043600
44.0,49.0,32047200
33.0,35.0,32050800
22.0,19.0,32054400
18.0,10.0,32058000
19.0,7.0,32061600
23.0,7.0,32065200
41.0,11.0,32068800
78.0,26.0,32072400
91.0,48.0,32076000
92.0,71.0,32079600
88.0,75.0,32083200
82.0,72.0,32086800
79.0,72.0,32090400
74.0,76.0,32094000
68.0,82.0,32097600
66.0,88.0,32101200
68.0,97.0,32104800
68.0,95.0,32108400
73.0,92.0,32112000
75.0,89.0,32115600
68.0,89.0,32119200
54.0,82.0,32122800
49.0,69.0,32126400
48.0,61.0,32130000
44.0,49.0,32133600
33.0,35.0,32137200
22.0,19.0,32140800
18.0,10.0,32144400
19.0,7.0,32148000
23.0,7.0,32151600
41.0,11.0,32155200
78.0,26.0,32158800
91.0,48.0,32162400
92.0,71.0,32166000
88.0,75.0,32169600
82.0,72.0,32173200
79.0,72.0,32176800
74.0,76.0,32180400
68.0,82.0,32184000
66.0,88.0,32187600
68.0,97.0,32191200
68.0,95.0,32194800
73.0,92.0,32198400
75.0,89.0,32202000
68.0,89.0,32205600
54.0,82.0,32209200
49.0,69.0,32212800
48.0,61.0,32216400
44.0,49.0,32220000
33.0,35.0,32223600
22.0,19.0,32227200
18.0,10.0,32230800
19.0,7.0,32234400
23.0,7.0,32238000
41.0,11.0,32241600
78.0,26.0,32245200
91.0,48.0,32248800
92.0,71.0,32252400
88.0,75.0,32256000
82.0,72.0,32259600
79.0,72.0,32263200
74.0,76.0,32266800
68.0,82.0,32270400
66.0,88.0,32274000
68.0,97.0,32277600
68.0,95.0,32281200
73.0,92.0,32284800
75.0,89.0,32288400
68.0,89.0,32292000
54.0,82.0,32295600
49.0,69.0,32299200
48.0,61.0,32302800
44.0,49.0,32306400
33.0,35.0,32310000
22.0,19.0,32313600
18.0,10.0,32317200
19.0,7.0,32320800
23.0,7.0,32324400
41.0,11.0,32328000
78.0,26.0,32331600
91.0,48.0,32335200
92.0,71.0,32338800
88.0,75.0,32342400
82.0,72.0,32346000
79.0,72.0,32349600
74.0,76.0,32353200
68.0,82.0,32356800
66.0,88.0,32360400
68.0,97.0,32364000
68.0,95.0,32367600
73.0,92.0,32371200
75.0,89.0,32374800
68.0,89.0,32378400
54.0,82.0,32382000
49.0,69.0,32385600
48.0,61.0,32389200
44.0,49.0,32392800
33.0,35.0,32396400
22.0,19.0,32400000
18.0,10.0,32403600
19.0,7.0,32407200
23.0,7.0,32410800
41.0,11.0,32414400
78.0,26.0,32418000
91.0,48.0,32421600
92.0,71.0,32425200
88.0,75.0,32428800
82.0,72.0,32432400
79.0,72.0,32436000
74.0,76.0,32439600
68.0,82.0,32443200
66.0,88.0,32446800
68.0,97.0,32450400
68.0,95.0,32454000
73.0,92.0,32457600
75.0,89.0,32461200
68.0,89.0,32464800
54.0,82.0,32468400
49.0,69.0,32472000
48.0,61.0,32475600
44.0,49.0,32479200
33.0,35.0,32482800
22.0,19.0,32486400
18.0,10.0,32490000
19.0,7.0,32493600
23.0,7.0,32497200
41.0,11.0,32500800
78.0,26.0,32504400
91.0,48.0,32508000
92.0,71.0,32511600
88.0,75.0,32515200
82.0,72.0,32518800
79.0,72.0,32522400
74.0,76.0,32526000
68.0,82.0,32529600
66.0,88.0,32533200
68.0,97.0,32536800
68.0,95.0,32540400
73.0,92.0,32544000
75.0,89.0,32547600
68.0,89.0,32551200
54.0,82.0,32554800
49.0,69.0,32558400
48.0,61.0,32562000
44.0,49.0,32565600
33.0,35.0,32569200
22.0,19.0,32572800
18.0,10.0,32576400
19.0,7.0,32580000
23.0,7.0,32583600
41.0,11.0,32587200
78.0,26.0,32590800
91.0,48.0,32594400
92.0,71.0,32598000
88.0,75.0,32601600
82.0,72.0,32605200
79.0,72.0,32608800
74.0,76.0,32612400
68.0,82.0,32616000
66.0,88.0,32619600
68.0,97.0,32623200
68.0,95.0,32626800
73.0,92.0,32630400
75.0,89.0,32634000
68.0,89.0,32637600
54.0,82.0,32641200
49.0,69.0,32644800
48.0,61.0,32648400
44.0,49.0,32652000
33.0,35.0,32655600
22.0,19.0,32659200
18.0,10.0,32662800
19.0,7.0,32666400
23.0,7.0,32670000
41.0,11.0,32673600
78.0,26.0,32677200
91.0,48.0,32680800
92.0,71.0,32684400
88.0,75.0,32688000
82.0,72.0,32691600
79.0,72.0,32695200
74.0,76.0,32698800
68.0,82.0,32702400
66.0,88.0,32706000
68.0,97.0,32709600
68.0,95.0,32713200
73.0,92.0,32716800
75.0,89.0,32720400
68.0,89.0,32724000
54.0,82.0,32727600
49.0,69.0,32731200
48.0,61.0,32734800
44.0,49.0,32738400
33.0,35.0,32742000
22.0,19.0,32745600
18.0,10.0,32749200
19.0,7.0,32752800
23.0,7.0,32756400
41.0,11.0,32760000
78.0,26.0,32763600
91.0,48.0,32767200
92.0,71.0,32770800
88.0,75.0,32774400
82.0,72.0,32778000
79.0,72.0,32781600
74.0,76.0,32785200
68.0,82.0,32788800
66.0,88.0,32792400
68.0,97.0,32796000
68.0,95.0,32799600
73.0,92.0,32803200
75.0,89.0,32806800
68.0,89.0,32810400
54.0,82.0,32814000
49.0,69.0,32817600
48.0,61.0,32821200
44.0,49.0,32824800
33.0,35.0,32828400
22.0,19.0,32832000
18.0,10.0,32835600
19.0,7.0,32839200
23.0,7.0,32842800
41.0,11.0,32846400
78.0,26.0,32850000
91.0,48.0,32853600
92.0,71.0,32857200
88.0,75.0,32860800
82.0,72.0,32864400
79.0,72.0,32868000
74.0,76.0,32871600
68.0,82.0,32875200
66.0,88.0,32878800
68.0,97.0,32882400
68.0,95.0,32886000
73.0,92.0,32889600
75.0,89.0,32893200
68.0,89.0,32896800
54.0,82.0,32900400
49.0,69.0,32904000
48.0,61.0,32907600
44.0,49.0,32911200
33.0,35.0,32914800
22.0,19.0,32918400
18.0,10.0,32922000
19.0,7.0,32925600
23.0,7.0,32929200
41.0,11.0,32932800
78.0,26.0,32936400
91.0,48.0,32940000
92.0,71.0,32943600
88.0,75.0,32947200
82.0,72.0,32950800
79.0,72.0,32954400
74.0,76.0,32958000
68.0,82.0,32961600
66.0,88.0,32965200
68.0,97.0,32968800
68.0,95.0,32972400
73.0,92.0,32976000
75.0,89.0,32979600
68.0,89.0,32983200
54.0,82.0,32986800
49.0,69.0,32990400
48.0,61.0,32994000
44.0,49.0,32997600
33.0,35.0,33001200
22.0,19.0,33004800
18.0,10.0,33008400
19.0,7.0,33012000
23.0,7.0,33015600
41.0,11.0,33019200
78.0,26.0,33022800
91.0,48.0,33026400
92.0,71.0,33030000
88.0,75.0,33033600
82.0,72.0,33037200
79.0,72.0,33040800
74.0,76.0,33044400
68.0,82.0,33048000
66.0,88.0,33051600
68.0,97.0,33055200
68.0,95.0,33058800
73.0,92.0,33062400
75.0,89.0,33066000
68.0,89.0,33069600
54.0,82.0,33073200
49.0,69.0,33076800
48.0,61.0,33080400
44.0,49.0,33084000
33.0,35.0,33087600
22.0,19.0,33091200
18.0,10.0,33094800
19.0,7.0,33098400
23.0,7.0,33102000
41.0,11.0,33105600
78.0,26.0,33109200
91.0,48.0,33112800
92.0,71.0,33116400
88.0,75.0,33120000
82.0,72.0,33123600
79.0,72.0,33127200
74.0,76.0,33130800
68.0,82.0,33134400
66.0,88.0,33138000
68.0,97.0,33141600
68.0,95.0,33145200
73.0,92.0,33148800
75.0,89.0,33152400
68.0,89.0,33156000
54.0,82.0,33159600
49.0,69.0,33163200
48.0,61.0,33166800
44.0,49.0,33170400
33.0,35.0,33174000
22.0,19.0,33177600
18.0,10.0,33181200
19.0,7.0,33184800
23.0,7.0,33188400
41.0,11.0,33192000
78.0,26.0,33195600
91.0,48.0,33199200
92.0,71.0,33202800
88.0,75.0,33206400
82.0,72.0,33210000
79.0,72.0,33213600
74.0,76.0,33217200
68.0,82.0,33220800
66.0,88.0,33224400
68.0,97.0,33228000
68.0,95.0,33231600
73.0,92.0,33235200
75.0,89.0,33238800
68.0,89.0,33242400
54.0,82.0,33246000
49.0,69.0,33249600
48.0,61.0,33253200
44.0,49.0,33256800
33.0,35.0,33260400
22.0,19.0,33264000
18.0,10.0,33267600
19.0,7.0,33271200
23.0,7.0,33274800
41.0,11.0,33278400
78.0,26.0,33282000
91.0,48.0,33285600
92.0,71.0,33289200
88.0,75.0,33292800
82.0,72.0,33296400
79.0,72.0,33300000
74.0,76.0,33303600
68.0,82.0,33307200
66.0,88.0,33310800
68.0,97.0,33314400
68.0,95.0,33318000
73.0,92.0,33321600
75.0,89.0,33325200
68.0,89.0,33328800
54.0,82.0,33332400
49.0,69.0,33336000
48.0,61.0,33339600
44.0,49.0,33343200
33.0,35.0,33346800
22.0,19.0,33350400
18.0,10.0,33354000
19.0,7.0,33357600
23.0,7.0,33361200
41.0,11.0,33364800
78.0,26.0,33368400
91.0,48.0,33372000
92.0,71.0,33375600
88.0,75.0,33379200
82.0,72.0,33382800
79.0,72.0,33386400
74.0,76.0,33390000
68.0,82.0,33393600
66.0,88.0,33397200
68.0,97.0,33400800
68.0,95.0,33404400
73.0,92.0,33408000
75.0,89.0,33411600
68.0,89.0,33415200
54.0,82.0,33418800
49.0,69.0,33422400
48.0,61.0,33426000
44.0,49.0,33429600
33.0,35.0,33433200
22.0,19.0,33436800
18.0,10.0,33440400
19.0,7.0,33444000
23.0,7.0,33447600
41.0,11.0,33451200
78.0,26.0,33454800
91.0,48.0,33458400
92.0,71.0,33462000
88.0,75.0,33465600
82.0,72.0,33469200
79.0,72.0,33472800
74.0,76.0,33476400
68.0,82.0,33480000
66.0,88.0,33483600
68.0,97.0,33487200
68.0,95.0,33490800
73.0,92.0,33494400
75.0,89.0,33498000
68.0,89.0,33501600
54.0,82.0,33505200
49.0,69.0,33508800
48.0,61.0,33512400
44.0,49.0,33516000
33.0,35.0,33519600
22.0,19.0,33523200
18.0,10.0,33526800
19.0,7.0,33530400
23.0,7.0,33534000
41.0,11.0,33537600
78.0,26.0,33541200
91.0,48.0,33544800
92.0,71.0,33548400
88.0,75.0,33552000
82.0,72.0,33555600
79.0,72.0,33559200
74.0,76.0,33562800
68.0,82.0,33566400
66.0,88.0,33570000
68.0,97.0,33573600
68.0,95.0,33577200
73.0,92.0,33580800
75.0,89.0,33584400
68.0,89.0,33588000
54.0,82.0,33591600
49.0,69.0,33595200
48.0,61.0,33598800
44.0,49.0,33602400
33.0,35.0,33606000
22.0,19.0,33609600
18.0,10.0,33613200
19.0,7.0,33616800
23.0,7.0,33620400
41.0,11.0,33624000
78.0,26.0,33627600
91.0,48.0,33631200
92.0,71.0,33634800
88.0,75.0,33638400
82.0,72.0,33642000
79.0,72.0,33645600
74.0,76.0,33649200
68.0,82.0,33652800
66.0,88.0,33656400
68.0,97.0,33660000
68.0,95.0,33663600
73.0,92.0,33667200
75.0,89.0,33670800
68.0,89.0,33674400
54.0,82.0,33678000
49.0,69.0,33681600
48.0,61.0,33685200
44.0,49.0,33688800
33.0,35.0,33692400
22.0,19.0,33696000
18.0,10.0,33699600
19.0,7.0,33703200
23.0,7.0,33706800
41.0,11.0,33710400
78.0,26.0,33714000
91.0,48.0,33717600
92.0,71.0,33721200
88.0,75.0,33724800
82.0,72.0,33728400
79.0,72.0,33732000
74.0,76.0,33735600
68.0,82.0,33739200
66.0,88.0,33742800
68.0,97.0,33746400
68.0,95.0,33750000
73.0,92.0,33753600
75.0,89.0,33757200
68.0,89.0,33760800
54.0,82.0,33764400
49.0,69.0,33768000
48.0,61.0,33771600
44.0,49.0,33775200
33.0,35.0,33778800
22.0,19.0,33782400
18.0,10.0,33786000
19.0,7.0,33789600
23.0,7.0,33793200
41.0,11.0,33796800
78.0,26.0,33800400
91.0,48.0,33804000
92.0,71.0,33807600
88.0,75.0,33811200
82.0,72.0,33814800
79.0,72.0,33818400
74.0,76.0,33822000
68.0,82.0,33825600
66.0,88.0,33829200
68.0,97.0,33832800
68.0,95.0,33836400
73.0,92.0,33840000
75.0,89.0,33843600
68.0,89.0,33847200
54.0,82.0,33850800
49.0,69.0,33854400
48.0,61.0,33858000
44.0,49.0,33861600
33.0,35.0,33865200
22.0,19.0,33868800
18.0,10.0,33872400
19.0,7.0,33876000
23.0,7.0,33879600
41.0,11.0,33883200
78.0,26.0,33886800
91.0,48.0,33890400
92.0,71.0,33894000
88.0,75.0,33897600
82.0,72.0,33901200
79.0,72.0,33904800
74.0,76.0,33908400
68.0,82.0,33912000
66.0,88.0,33915600
68.0,97.0,33919200
68.0,95.0,33922800
73.0,92.0,33926400
75.0,89.0,33930000
68.0,89.0,33933600
54.0,82.0,33937200
49.0,69.0,33940800
48.0,61.0,33944400
44.0,49.0,33948000
33.0,35.0,33951600
22.0,19.0,33955200
18.0,10.0,33958800
19.0,7.0,33962400
23.0,7.0,33966000
41.0,11.0,33969600
78.0,26.0,33973200
91.0,48.0,33976800
92.0,71.0,33980400
88.0,75.0,33984000
82.0,72.0,33987600
79.0,72.0,33991200
74.0,76.0,33994800
68.0,82.0,33998400
66.0,88.0,34002000
68.0,97.0,34005600
68.0,95.0,34009200
73.0,92.0,34012800
75.0,89.0,34016400
68.0,89.0,34020000
54.0,82.0,34023600
49.0,69.0,34027200
48.0,61.0,34030800
44.0,49.0,34034400
33.0,35.0,34038000
22.0,19.0,34041600
18.0,10.0,34045200
19.0,7.0,34048800
23.0,7.0,34052400
41.0,11.0,34056000
78.0,26.0,34059600
91.0,48.0,34063200
92.0,71.0,34066800
88.0,75.0,34070400
82.0,72.0,34074000
79.0,72.0,34077600
74.0,76.0,34081200
68.0,82.0,34084800
66.0,88.0,34088400
68.0,97.0,34092000
68.0,95.0,34095600
73.0,92.0,34099200
75.0,89.0,34102800
68.0,89.0,34106400
54.0,82.0,34110000
49.0,69.0,34113600
48.0,61.0,34117200
44.0,49.0,34120800
33.0,35.0,34124400
22.0,19.0,34128000
18.0,10.0,34131600
19.0,7.0,34135200
23.0,7.0,34138800
41.0,11.0,34142400
78.0,26.0,34146000
91.0,48.0,34149600
92.0,71.0,34153200
88.0,75.0,34156800
82.0,72.0,34160400
79.0,72.0,34164000
74.0,76.0,34167600
68.0,82.0,34171200
66.0,88.0,34174800
68.0,97.0,34178400
68.0,95.0,34182000
73.0,92.0,34185600
75.0,89.0,34189200
68.0,89.0,34192800
54.0,82.0,34196400
49.0,69.0,34200000
48.0,61.0,34203600
44.0,49.0,34207200
33.0,35.0,34210800
22.0,19.0,34214400
18.0,10.0,34218000
19.0,7.0,34221600
23.0,7.0,34225200
41.0,11.0,34228800
78.0,26.0,34232400
91.0,48.0,34236000
92.0,71.0,34239600
88.0,75.0,34243200
82.0,72.0,34246800
79.0,72.0,34250400
74.0,76.0,34254000
68.0,82.0,34257600
66.0,88.0,34261200
68.0,97.0,34264800
68.0,95.0,34268400
73.0,92.0,34272000
75.0,89.0,34275600
68.0,89.0,34279200
54.0,82.0,34282800
49.0,69.0,34286400
48.0,61.0,34290000
44.0,49.0,34293600
33.0,35.0,34297200
22.0,19.0,34300800
18.0,10.0,34304400
19.0,7.0,34308000
23.0,7.0,34311600
41.0,11.0,34315200
78.0,26.0,34318800
91.0,48.0,34322400
92.0,71.0,34326000
88.0,75.0,34329600
82.0,72.0,34333200
79.0,72.0,34336800
74.0,76.0,34340400
68.0,82.0,34344000
66.0,88.0,34347600
68.0,97.0,34351200
68.0,95.0,34354800
73.0,92.0,34358400
75.0,89.0,34362000
68.0,89.0,34365600
54.0,82.0,34369200
49.0,69.0,34372800
48.0,61.0,34376400
44.0,49.0,34380000
33.0,35.0,34383600
22.0,19.0,34387200
18.0,10.0,34390800
19.0,7.0,34394400
23.0,7.0,34398000
41.0,11.0,34401600
78.0,26.0,34405200
91.0,48.0,34408800
92.0,71.0,34412400
88.0,75.0,34416000
82.0,72.0,34419600
79.0,72.0,34423200
74.0,76.0,34426800
68.0,82.0,34430400
66.0,88.0,34434000
68.0,97.0,34437600
68.0,95.0,34441200
73.0,92.0,34444800
75.0,89.0,34448400
68.0,89.0,34452000
54.0,82.0,34455600
49.0,69.0,34459200
48.0,61.0,34462800
44.0,49.0,34466400
33.0,35.0,34470000
22.0,19.0,34473600
18.0,10.0,34477200
19.0,7.0,34480800
23.0,7.0,34484400
41.0,11.0,34488000
78.0,26.0,34491600
91.0,48.0,34495200
92.0,71.0,34498800
88.0,75.0,34502400
82.0,72.0,34506000
79.0,72.0,34509600
74.0,76.0,34513200
68.0,82.0,34516800
66.0,88.0,34520400
68.0,97.0,34524000
68.0,95.0,34527600
73.0,92.0,34531200
75.0,89.0,34534800
68.0,89.0,34538400
54.0,82.0,34542000
49.0,69.0,34545600
48.0,61.0,34549200
44.0,49.0,34552800
33.0,35.0,34556400
22.0,19.0,34560000
18.0,10.0,34563600
19.0,7.0,34567200
23.0,7.0,34570800
41.0,11.0,34574400
78.0,26.0,34578000
91.0,48.0,34581600
92.0,71.0,34585200
88.0,75.0,34588800
82.0,72.0,34592400
79.0,72.0,34596000
74.0,76.0,34599600
68.0,82.0,34603200
66.0,88.0,34606800
68.0,97.0,34610400
68.0,95.0,34614000
73.0,92.0,34617600
75.0,89.0,34621200
68.0,89.0,34624800
54.0,82.0,34628400
49.0,69.0,34632000
48.0,61.0,34635600
44.0,49.0,34639200
33.0,35.0,34642800
22.0,19.0,34646400
18.0,10.0,34650000
19.0,7.0,34653600
23.0,7.0,34657200
41.0,11.0,34660800
78.0,26.0,34664400
91.0,48.0,34668000
92.0,71.0,34671600
88.0,75.0,34675200
82.0,72.0,34678800
79.0,72.0,34682400
74.0,76.0,34686000
68.0,82.0,34689600
66.0,88.0,34693200
68.0,97.0,34696800
68.0,95.0,34700400
73.0,92.0,34704000
75.0,89.0,34707600
68.0,89.0,34711200
54.0,82.0,34714800
49.0,69.0,34718400
48.0,61.0,34722000
44.0,49.0,34725600
33.0,35.0,34729200
22.0,19.0,34732800
18.0,10.0,34736400
19.0,7.0,34740000
23.0,7.0,34743600
41.0,11.0,34747200
78.0,26.0,34750800
91.0,48.0,34754400
92.0,71.0,34758000
88.0,75.0,34761600
82.0,72.0,34765200
79.0,72.0,34768800
74.0,76.0,34772400
68.0,82.0,34776000
66.0,88.0,34779600
68.0,97.0,34783200
68.0,95.0,34786800
73.0,92.0,34790400
75.0,89.0,34794000
68.0,89.0,34797600
54.0,82.0,34801200
49.0,69.0,34804800
48.0,61.0,34808400
44.0,49.0,34812000
33.0,35.0,34815600
22.0,19.0,34819200
18.0,10.0,34822800
19.0,7.0,34826400
23.0,7.0,34830000
41.0,11.0,34833600
78.0,26.0,34837200
91.0,48.0,34840800
92.0,71.0,34844400
88.0,75.0,34848000
82.0,72.0,34851600
79.0,72.0,34855200
74.0,76.0,34858800
68.0,82.0,34862400
66.0,88.0,34866000
68.0,97.0,34869600
68.0,95.0,34873200
73.0,92.0,34876800
75.0,89.0,34880400
68.0,89.0,34884000
54.0,82.0,34887600
49.0,69.0,34891200
48.0,61.0,34894800
44.0,49.0,34898400
33.0,35.0,34902000
22.0,19.0,34905600
18.0,10.0,34909200
19.0,7.0,34912800
23.0,7.0,34916400
41.0,11.0,34920000
78.0,26.0,34923600
91.0,48.0,34927200
92.0,71.0,34930800
88.0,75.0,34934400
82.0,72.0,34938000
79.0,72.0,34941600
74.0,76.0,34945200
68.0,82.0,34948800
66.0,88.0,34952400
68.0,97.0,34956000
68.0,95.0,34959600
73.0,92.0,34963200
75.0,89.0,34966800
68.0,89.0,34970400
54.0,82.0,34974000
49.0,69.0,34977600
48.0,61.0,34981200
44.0,49.0,34984800
33.0,35.0,34988400
