locationname,datetime,temp,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility
HHR,2023-07-16T00:00:00,71,5.8,0,6.265732008,1011.5,0.2,9.9
HHR,2023-07-16T01:00:00,71,5.8,1.519936,3.83972435,1011.4,0.2,9.9
HHR,2023-07-16T02:00:00,70,3.4,1.519936,4.363323125,1011.2,0.2,9.9
HHR,2023-07-16T03:00:00,70,4.7,0,6.265732008,1011,0,9.9
HHR,2023-07-16T04:00:00,70,4.7,0,6.265732008,1011,0.2,9.9
HHR,2023-07-16T05:00:00,69.1,2.2,1.519936,4.53785605,1011.2,0.2,9.9
HHR,2023-07-16T06:00:00,70,2.2,0,0,1011.9,0.3,9.9
HHR,2023-07-16T07:00:00,71,2.2,0,0,1012.6,0.2,9.9
HHR,2023-07-16T08:00:00,73.1,2.2,1.475232,6.108652375,1012.6,0.3,9.9
HHR,2023-07-16T09:00:00,75.8,2.2,0,0,1012.5,0.2,9.9
HHR,2023-07-16T10:00:00,80,2.2,1.519936,4.53785605,1012.9,0.3,9.9
HHR,2023-07-16T11:00:00,80,9.2,3.084576,4.712388975,1012.7,0.2,9.9
HHR,2023-07-16T12:00:00,80.9,9.2,3.621024,4.53785605,1012.8,0.3,1.3
HHR,2023-07-16T13:00:00,79,9.2,3.12928,4.712388975,1012.9,0.2,9.9
HHR,2023-07-16T14:00:00,80,17.2,5.096256,4.363323125,1012.6,0.3,9.9
HHR,2023-07-16T15:00:00,79,18.3,5.096256,4.363323125,1012.4,0.3,9.9
HHR,2023-07-16T16:00:00,77,17.2,4.604512,4.363323125,1012.1,0.3,9.9
HHR,2023-07-16T17:00:00,75.8,9.2,4.112768,4.1887902,1012,0.3,9.9
HHR,2023-07-16T18:00:00,75.8,9.2,4.112768,4.53785605,1011.3,0.2,9.9
HHR,2023-07-16T19:00:00,74,9.2,2.592832,5.061454825,1011.3,0.3,9.9
HHR,2023-07-16T20:00:00,71.9,8.1,3.621024,4.363323125,1011.8,0.3,9.9
HHR,2023-07-16T21:00:00,71,8.1,2.101088,4.8869219,1012.4,0.5,9.9
HHR,2023-07-16T22:00:00,71,8.1,2.101088,4.712388975,1013.1,0.2,9.9
HHR,2023-07-16T23:00:00,71,5.8,1.519936,5.061454825,1013.1,0.2,9.9
HHR,2023-07-17T00:00:00,71,5.8,0,0,1013,0.5,9.9
HHR,2023-07-17T01:00:00,71,5.8,0,6.265732008,1012.3,0.5,9.9
HHR,2023-07-17T02:00:00,71.9,4.7,0,6.2831853,1011.8,0.5,9.9
HHR,2023-07-17T03:00:00,71,4.7,0,6.265732008,1011.5,0.5,9.9
HHR,2023-07-17T04:00:00,71.9,4.7,1.519936,4.712388975,1011.5,0.5,9.9
HHR,2023-07-17T05:00:00,70,4.7,2.592832,4.53785605,1011.5,89,4.9
HHR,2023-07-17T06:00:00,69.1,4.7,2.592832,4.1887902,1011.9,99.9,6.8
HHR,2023-07-17T07:00:00,69.1,4.7,2.592832,4.014257275,1012.6,99.9,8
HHR,2023-07-17T08:00:00,70,5.8,2.592832,4.363323125,1012.9,0.5,8.1
HHR,2023-07-17T09:00:00,71.9,5.8,1.519936,4.712388975,1013.9,0.5,8.7
HHR,2023-07-17T10:00:00,74.9,5.8,0,6.265732008,1014.4,0.5,8.7
HHR,2023-07-17T11:00:00,80.9,8.1,0,6.265732008,1014.6,0.5,8.1
HHR,2023-07-17T12:00:00,83,8.1,4.112768,3.83972435,1014.3,0.5,9.9
HHR,2023-07-17T13:00:00,83.9,8.1,3.621024,4.1887902,1013.6,0.3,9.9
HHR,2023-07-17T14:00:00,83.9,12.8,4.112768,4.363323125,1013,0.3,9.9
HHR,2023-07-17T15:00:00,83,12.8,5.096256,4.53785605,1012.7,0.2,9.9
HHR,2023-07-17T16:00:00,80.9,18.3,5.677408,4.53785605,1012.5,0.3,9.9
HHR,2023-07-17T17:00:00,78.1,20.8,5.096256,4.363323125,1012.4,0.3,8.7
HHR,2023-07-17T18:00:00,78.1,12.8,5.722112,4.363323125,1012.3,0.3,9.9
HHR,2023-07-17T19:00:00,74.9,12.8,4.112768,4.8869219,1012.4,0.3,9.9
HHR,2023-07-17T20:00:00,73.1,9.2,3.621024,5.061454825,1012.6,0.2,9.9
HHR,2023-07-17T21:00:00,71.9,9.2,2.592832,4.8869219,1013.2,0.2,9.9
HHR,2023-07-17T22:00:00,73.1,9.2,2.592832,4.363323125,1013.7,0.2,9.9
HHR,2023-07-17T23:00:00,71.9,5.8,1.519936,4.363323125,1013.8,0.2,9.9
HHR,2023-07-18T00:00:00,71.9,4.7,2.101088,4.363323125,1013.7,0.3,9.9
HHR,2023-07-18T01:00:00,71,4.7,2.592832,4.1887902,1013.8,0.3,9.9
HHR,2023-07-18T02:00:00,70,3.4,0,6.265732008,1013.6,0.3,9.9
HHR,2023-07-18T03:00:00,70,3.4,0,6.265732008,1013.4,0.3,9.9
HHR,2023-07-18T04:00:00,70,3.4,2.592832,4.712388975,1013.3,0.5,9.9
HHR,2023-07-18T05:00:00,69.1,3.4,0,6.265732008,1013.4,0.3,9.9
HHR,2023-07-18T06:00:00,70,3.4,1.519936,4.8869219,1013.6,0.3,9.9
HHR,2023-07-18T07:00:00,70,3.4,1.519936,4.8869219,1013.8,0.5,9.9
HHR,2023-07-18T08:00:00,71.9,3.4,1.519936,5.061454825,1014.3,0.3,8.7
HHR,2023-07-18T09:00:00,75.8,3.4,1.519936,4.8869219,1014.5,0.3,9.9
HHR,2023-07-18T10:00:00,77,3.4,3.084576,4.363323125,1014.5,0.3,9.9
HHR,2023-07-18T11:00:00,80,10.3,2.592832,4.1887902,1014.5,0.2,9.9
HHR,2023-07-18T12:00:00,82.1,10.3,3.621024,4.53785605,1014.6,0,9.9
HHR,2023-07-18T13:00:00,82.1,10.3,4.112768,4.712388975,1014.5,0,9.9
HHR,2023-07-18T14:00:00,82.1,16.1,5.096256,4.53785605,1014.3,0,9.9
HHR,2023-07-18T15:00:00,82.1,17.2,5.096256,4.53785605,1014,0.2,9.9
HHR,2023-07-18T16:00:00,80.9,18.3,4.604512,4.8869219,1013.7,0.2,9.9
HHR,2023-07-18T17:00:00,80,16.1,5.096256,4.53785605,1013.5,0.2,9.9
HHR,2023-07-18T18:00:00,78.1,16.1,4.112768,4.712388975,1013.3,0.2,9.9
HHR,2023-07-18T19:00:00,75.8,16.1,4.112768,4.53785605,1013.3,0.2,9.9
HHR,2023-07-18T20:00:00,74,6.9,3.621024,4.363323125,1013.4,0.2,9.9
HHR,2023-07-18T21:00:00,73.1,6.9,2.592832,4.1887902,1013.8,0.2,9.9
HHR,2023-07-18T22:00:00,71.9,6.9,3.084576,3.83972435,1014.7,0.2,9.9
HHR,2023-07-18T23:00:00,71.9,6.9,2.592832,4.8869219,1014.7,0.3,9.9
HHR,2023-07-19T00:00:00,71,6.9,1.519936,4.8869219,1014.7,0.3,9.9
HHR,2023-07-19T01:00:00,71.9,6.9,2.592832,4.53785605,1014.5,0.2,9.9
HHR,2023-07-19T02:00:00,71,4.7,1.519936,4.712388975,1014.4,0.2,9.9
HHR,2023-07-19T03:00:00,70,3.4,1.519936,4.8869219,1014.2,0.2,9.9
HHR,2023-07-19T04:00:00,70,3.4,1.519936,4.8869219,1014.2,0.2,9.9
HHR,2023-07-19T05:00:00,70,4.7,1.519936,4.8869219,1014.2,0.2,9.9
HHR,2023-07-19T06:00:00,69.9,4.7,1.519936,4.8869219,1014.7,0.3,9.9
HHR,2023-07-19T07:00:00,70,4.7,1.519936,4.1887902,1015,0.3,9.9
HHR,2023-07-19T08:00:00,73.1,4.7,0,6.265732008,1015.4,0.2,9.9
HHR,2023-07-19T09:00:00,74.9,4.7,2.101088,4.1887902,1016,0.2,9.9
HHR,2023-07-19T10:00:00,79,4.7,2.592832,4.363323125,1016,0.2,9.9
HHR,2023-07-19T11:00:00,82.1,12.8,0.044704,6.265732008,1015.9,0.2,9.9
HHR,2023-07-19T12:00:00,82.1,12.8,4.604512,4.53785605,1015.8,0.2,9.9
HHR,2023-07-19T13:00:00,82.1,16.1,4.604512,4.363323125,1015.6,0.2,9.9
HHR,2023-07-19T14:00:00,82.1,18.3,3.621024,4.8869219,1014.9,0.3,9.9
HHR,2023-07-19T15:00:00,83,18.3,4.112768,5.061454825,1014.7,0.3,9.9
HHR,2023-07-19T16:00:00,83,17.2,5.096256,4.53785605,1014.4,0.3,6.6
HHR,2023-07-19T17:00:00,80,16.1,5.677408,4.363323125,1014.2,0.2,9.9
HHR,2023-07-19T18:00:00,80,17.2,5.096256,4.712388975,1013.9,0.2,9.9
HHR,2023-07-19T19:00:00,78.1,16.1,4.604512,4.53785605,1014,0.2,9.9
HHR,2023-07-19T20:00:00,74.9,15,3.621024,4.014257275,1014.1,0.2,9.9
HHR,2023-07-19T21:00:00,73.1,15,3.084576,4.363323125,1014.3,0,9.9
HHR,2023-07-19T22:00:00,73.1,15,2.592832,4.363323125,1014.7,0,9.9
HHR,2023-07-19T23:00:00,71.9,5.8,2.101088,3.83972435,1014.7,0.2,9.9
HHR,2023-07-20T00:00:00,71.9,5.8,2.101088,4.014257275,1014.5,0.2,9.9
HHR,2023-07-20T01:00:00,71,5.8,2.592832,4.53785605,1014.3,0.2,9.9
HHR,2023-07-20T02:00:00,71,4.7,2.101088,4.53785605,1014.4,0.2,9.9
HHR,2023-07-20T03:00:00,70,4.7,0,6.265732008,1014.1,27.5,9.9
HHR,2023-07-20T04:00:00,71,4.7,0,6.265732008,1014,99.5,9.9
HHR,2023-07-20T05:00:00,70,4.7,0,6.265732008,1013.9,99.5,9.9
HHR,2023-07-20T06:00:00,70,4.7,0,6.265732008,1014.1,99.6,9.9
HHR,2023-07-20T07:00:00,71,4.7,0,6.265732008,1014.7,99.5,9.9
HHR,2023-07-20T08:00:00,73.1,4.7,0,6.265732008,1015,0.2,9.9
HHR,2023-07-20T09:00:00,77,4.7,2.101088,4.1887902,1015.1,0.2,9.9
HHR,2023-07-20T10:00:00,80,4.7,2.592832,3.83972435,1015.2,0.2,9.9
HHR,2023-07-20T11:00:00,80,16.1,3.621024,4.53785605,1015.2,0.2,9.9
HHR,2023-07-20T12:00:00,80.9,16.1,3.621024,4.712388975,1015.2,0.3,9.9
HHR,2023-07-20T13:00:00,82.1,16.1,3.621024,4.712388975,1015,0.3,9.9
HHR,2023-07-20T14:00:00,84.8,17.2,4.112768,4.363323125,1014.4,0.2,9.9
HHR,2023-07-20T15:00:00,83,17.2,5.096256,4.712388975,1014,0.2,9.9
HHR,2023-07-20T16:00:00,82.1,17.2,6.213856,4.363323125,1013.7,0.2,9.9
HHR,2023-07-20T17:00:00,80.9,16.1,4.604512,4.53785605,1013.5,0.2,9.9
HHR,2023-07-20T18:00:00,80,16.1,3.621024,4.53785605,1013,0.2,9.9
HHR,2023-07-20T19:00:00,78.1,16.1,3.621024,4.53785605,1012.9,0.2,9.9
HHR,2023-07-20T20:00:00,74.9,12.8,3.084576,4.8869219,1012.8,0.2,9.9
HHR,2023-07-20T21:00:00,73.1,12.8,3.12928,4.8869219,1012.8,0.2,9.9
HHR,2023-07-20T22:00:00,71.9,12.8,1.519936,5.061454825,1013,0,9.9
HHR,2023-07-20T23:00:00,71.9,5.8,2.592832,4.53785605,1012.9,0.2,9.9
HHR,2023-07-21T00:00:00,71.9,5.8,2.592832,4.712388975,1012.5,0.2,9.9
HHR,2023-07-21T01:00:00,71,5.8,2.101088,3.665191425,1012.2,0.2,9.9
HHR,2023-07-21T02:00:00,71,5.8,2.101088,3.83972435,1012.3,0.2,9.9
HHR,2023-07-21T03:00:00,70,5.8,1.519936,5.061454825,1012.2,99.5,9.9
HHR,2023-07-21T04:00:00,70,5.8,1.519936,4.1887902,1012.3,99.5,9.9
HHR,2023-07-21T05:00:00,70,3.4,0,6.265732008,1012.5,99.6,9.9
HHR,2023-07-21T06:00:00,70,3.4,0,6.2831853,1012.3,99.6,8.7
HHR,2023-07-21T07:00:00,70,3.4,0,0,1012.8,50,8.1
HHR,2023-07-21T08:00:00,71.9,4.7,1.519936,4.363323125,1013.1,50,8.7
HHR,2023-07-21T09:00:00,75.8,4.7,1.519936,4.53785605,1013.2,0.2,9.9
HHR,2023-07-21T10:00:00,75.8,4.7,3.57632,3.4906585,1013.6,0.5,9.9
HHR,2023-07-21T11:00:00,78.1,16.1,3.084576,4.380776418,1014.2,0.5,9.9
HHR,2023-07-21T12:00:00,78.1,16.1,2.592832,4.363323125,1014.7,0.5,9.9
HHR,2023-07-21T13:00:00,80,16.1,4.112768,5.061454825,1014.3,0.3,9.9
HHR,2023-07-21T14:00:00,79,17.2,4.112768,4.363323125,1014.1,0.3,9.9
HHR,2023-07-21T15:00:00,80,16.1,4.604512,4.1887902,1013.4,0.3,9.9
HHR,2023-07-21T16:00:00,77,16.1,3.621024,4.363323125,1012.8,0.3,9.9
HHR,2023-07-21T17:00:00,75.8,15,4.112768,4.712388975,1012.4,0.5,8.7
HHR,2023-07-21T18:00:00,74.9,15,1.519936,4.8869219,1011.5,0.3,9.9
HHR,2023-07-21T19:00:00,74.9,15,2.101088,5.061454825,1011.1,0.3,9.9
HHR,2023-07-21T20:00:00,71,11.4,3.12928,4.712388975,1011.1,0.5,8.7
HHR,2023-07-21T21:00:00,70,11.4,4.112768,4.53785605,1011,27.9,8.7
HHR,2023-07-21T22:00:00,69.1,11.4,2.592832,4.8869219,1011.3,99.9,6.8
HHR,2023-07-21T23:00:00,68,5.8,2.101088,4.8869219,1011.2,99.9,6.8
HHR,2023-07-22T00:00:00,69.1,5.8,0,6.265732008,1010.9,99.6,8.7
HHR,2023-07-22T01:00:00,69.1,5.8,2.101088,4.712388975,1010.9,99.5,8.7
HHR,2023-07-22T02:00:00,69.1,5.8,2.101088,4.712388975,1010.8,99.9,8.7
HHR,2023-07-22T03:00:00,68,5.8,1.519936,4.712388975,1010.8,99.9,8.1
HHR,2023-07-22T04:00:00,68,5.8,1.519936,4.8869219,1010.8,99.9,6.8
HHR,2023-07-22T05:00:00,69.1,4.7,1.475232,0,1010.8,100,6.8
HHR,2023-07-22T06:00:00,68,4.7,1.519936,3.4906585,1011.2,100,5
HHR,2023-07-22T07:00:00,69.1,4.7,1.475232,2.7925268,1011.6,99.9,3.7
HHR,2023-07-22T08:00:00,69.1,6.9,2.101088,3.4906585,1012.2,99.9,3.1
HHR,2023-07-22T09:00:00,70.1,6.9,2.101088,3.14159265,1012.6,99.9,2.5
HHR,2023-07-22T10:00:00,73.1,6.9,3.084576,2.44346095,1012.6,88.7,3.7
HHR,2023-07-22T11:00:00,75.8,15,2.101088,3.316125575,1012.5,0.3,5
HHR,2023-07-22T12:00:00,78.1,12.8,3.621024,4.53785605,1012.4,0.3,5
HHR,2023-07-22T13:00:00,79,12.8,3.084576,3.83972435,1012,0.3,6.2
HHR,2023-07-22T14:00:00,80,16.1,4.604512,4.363323125,1011.5,0.3,8.1
HHR,2023-07-22T15:00:00,79,8.1,4.604512,4.363323125,1011.1,0.3,9.9
HHR,2023-07-22T16:00:00,78.1,8.1,4.604512,4.53785605,1010.4,0.3,9.9
HHR,2023-07-22T17:00:00,77,15,3.621024,4.712388975,1010.1,0.3,9.9
HHR,2023-07-22T18:00:00,77,15,2.592832,4.8869219,1010,0.5,9.9
HHR,2023-07-22T19:00:00,74.9,15,5.096256,4.53785605,1009.8,0.5,9.9
HHR,2023-07-22T20:00:00,71.9,9.2,4.112768,4.712388975,1009.1,0.5,9.9
HHR,2023-07-22T21:00:00,71.9,9.2,2.145792,4.8869219,1009,0.5,9.9
HHR,2023-07-22T22:00:00,71.9,9.2,3.57632,3.83972435,1009.8,0.5,9.9
HHR,2023-07-22T23:00:00,71.9,4.7,1.519936,3.83972435,1010.4,0.3,9.9
HHR,2023-07-23T00:00:00,71.9,4.7,0,0,1011.4,0.3,9.9
HHR,2023-07-23T01:00:00,71,4.7,0,6.265732008,1011.7,99.9,9.9
HHR,2023-07-23T02:00:00,71,4.7,1.519936,4.1887902,1011.4,27.6,9.9
HHR,2023-07-23T03:00:00,70,4.7,1.519936,4.014257275,1011,99.6,8.7
HHR,2023-07-23T04:00:00,70,4.7,2.101088,4.53785605,1011,99.5,8.7
HHR,2023-07-23T05:00:00,70,5.8,2.101088,1.919862175,1012.1,100,6.8
HHR,2023-07-23T06:00:00,71,5.8,2.101088,1.919862175,1012.7,99.9,6.8
HHR,2023-07-23T07:00:00,70,5.8,2.592832,2.0943951,1012.8,100,3.7
HHR,2023-07-23T08:00:00,71,5.8,0,0.017453293,1012.9,100,6.8
HHR,2023-07-23T09:00:00,71.9,5.8,2.592832,2.268928025,1013.8,100,6.2
HHR,2023-07-23T10:00:00,73.1,5.8,2.592832,2.44346095,1014.1,100,8.7
HHR,2023-07-23T11:00:00,74,9.2,3.084576,2.0943951,1014.7,99.9,9.9
HHR,2023-07-23T12:00:00,78.2,6.9,1.519936,1.04719755,1014.1,0.4,9.9
HHR,2023-07-23T13:00:00,83.9,6.9,2.101088,5.061454825,1013.4,0.4,9.9
HHR,2023-07-23T14:00:00,83.9,12.8,4.112768,4.363323125,1013.1,0.4,9.9
HHR,2023-07-23T15:00:00,79,12.8,5.096256,4.8869219,1012.4,0.5,9.9
HHR,2023-07-23T16:00:00,77,12.8,4.112768,4.53785605,1012.7,0.5,9.9
HHR,2023-07-23T17:00:00,75.8,9.2,3.621024,4.712388975,1012.9,0.5,9.9
HHR,2023-07-23T18:00:00,74.9,9.2,3.621024,4.712388975,1012.2,0.5,9.9
HHR,2023-07-23T19:00:00,74,9.2,3.12928,4.363323125,1012.5,0.5,9.9
HHR,2023-07-23T20:00:00,74,4.7,4.112768,4.1887902,1013,0.3,9.9
HHR,2023-07-23T21:00:00,73.1,4.7,1.519936,5.061454825,1013.6,0.3,9.9
HHR,2023-07-23T22:00:00,73.1,4.7,1.519936,4.363323125,1014.6,0.5,9.9
HHR,2023-07-23T23:00:00,73.1,5.8,0,6.2831853,1014.8,0.3,9.9
HHR,2023-07-24T00:00:00,73.1,5.8,0,6.2831853,1014.9,0.3,9.9
HHR,2023-07-24T01:00:00,71.9,5.8,0,6.248278715,1014.8,0.3,9.9
HHR,2023-07-24T02:00:00,71.9,4.7,0,0,1014.9,88.7,9.9
HHR,2023-07-24T03:00:00,71.9,4.7,0,6.2831853,1014.4,27.6,9.9
HHR,2023-07-24T04:00:00,71.9,4.7,0,0.017453293,1014.3,27.6,9.9
HHR,2023-07-24T05:00:00,71,3.4,0,0,1014.4,88.6,9.9
HHR,2023-07-24T06:00:00,71.9,3.4,0,6.265732008,1014.8,99.6,9.9
HHR,2023-07-24T07:00:00,71.9,3.4,0,6.265732008,1014.7,99.6,8.1
HHR,2023-07-24T08:00:00,73.1,5.8,2.101088,4.363323125,1015.1,0.5,8.7
HHR,2023-07-24T09:00:00,77,5.8,1.519936,4.53785605,1015.6,0.5,8.7
HHR,2023-07-24T10:00:00,75.8,5.8,3.621024,4.712388975,1015.7,0.6,8
HHR,2023-07-24T11:00:00,80,15,3.12928,4.8869219,1015.5,0.5,6.8
HHR,2023-07-24T12:00:00,80,15,4.112768,4.014257275,1015.5,0.5,6.8
HHR,2023-07-24T13:00:00,79,15,5.096256,4.363323125,1015.4,0.5,8.1
HHR,2023-07-24T14:00:00,80,18.3,5.096256,4.53785605,1014.9,0.5,8.7
HHR,2023-07-24T15:00:00,80,19.7,5.096256,4.712388975,1015,0.3,6.2
HHR,2023-07-24T16:00:00,79,15,6.213856,4.363323125,1014.8,0.3,8.7
HHR,2023-07-24T17:00:00,79,9.2,4.112768,4.8869219,1014.4,0.3,9.9
HHR,2023-07-24T18:00:00,78.1,9.2,4.112768,4.1887902,1014,0.3,9.9
HHR,2023-07-24T19:00:00,75.8,9.2,3.621024,4.014257275,1013.9,0.2,9.9
HHR,2023-07-24T20:00:00,74,6.9,3.084576,4.1887902,1013.9,0.3,9.9
HHR,2023-07-24T21:00:00,73.1,6.9,1.519936,3.665191425,1014.2,0.2,9.9
HHR,2023-07-24T22:00:00,73.1,6.9,3.57632,4.363323125,1015,0,9.9
HHR,2023-07-24T23:00:00,71.9,4.7,3.57632,4.363323125,1015.1,0.5,9.9
HHR,2023-07-25T00:00:00,70,4.7,2.592832,4.014257275,1015.3,99.9,9.9
HHR,2023-07-25T01:00:00,70,4.7,0,6.265732008,1015.3,99.6,9.9
HHR,2023-07-25T02:00:00,70.1,4.7,0,6.2831853,1014.7,99.5,9.9
HHR,2023-07-25T03:00:00,70,4.7,0,0,1014.5,50.2,9.9
HHR,2023-07-25T04:00:00,70.1,4.7,0,0,1014.2,88.7,9.9
HHR,2023-07-25T05:00:00,71,4.7,1.519936,4.712388975,1013.9,99.9,9.9
HHR,2023-07-25T06:00:00,70,3.4,0,6.248278715,1014.3,99.6,6.2
HHR,2023-07-25T07:00:00,68,3.4,0,6.265732008,1014.8,99.9,1.2
HHR,2023-07-25T08:00:00,71,5.8,3.57632,4.363323125,1015,89,3.7
HHR,2023-07-25T09:00:00,71,5.8,2.592832,5.061454825,1015.4,99.9,3.7
HHR,2023-07-25T10:00:00,74.9,5.8,2.101088,4.363323125,1015.1,0.3,6.2
HHR,2023-07-25T11:00:00,80,17.2,3.621024,4.53785605,1015.1,0.3,8.7
HHR,2023-07-25T12:00:00,83,17.2,3.12928,5.061454825,1015,0.3,8.1
HHR,2023-07-25T13:00:00,83,17.2,3.12928,4.520402758,1014.6,0.3,9.9
HHR,2023-07-25T14:00:00,86,16.1,3.12928,5.23598775,1014.1,0.3,9.9
HHR,2023-07-25T15:00:00,87.1,16.1,4.112768,4.363323125,1013.5,0.3,9.9
HHR,2023-07-25T16:00:00,84.8,16.1,4.112768,4.8869219,1013.1,0.3,1.3
HHR,2023-07-25T17:00:00,86,12.8,3.12928,5.061454825,1012.4,0.2,9.9
HHR,2023-07-25T18:00:00,83,12.8,3.12928,4.502949465,1012.5,0.2,9.9
HHR,2023-07-25T19:00:00,79,12.8,3.12928,5.061454825,1012.4,0.3,9.9
HHR,2023-07-25T20:00:00,78.1,8.1,2.592832,4.014257275,1012.8,0.2,9.9
HHR,2023-07-25T21:00:00,74.9,8.1,2.101088,4.014257275,1013,0.2,9.9
HHR,2023-07-25T22:00:00,74.9,8.1,1.519936,3.83972435,1013.7,0,9.9
HHR,2023-07-25T23:00:00,75.8,5.8,1.519936,4.53785605,1013.6,0.2,9.9
HHR,2023-07-26T00:00:00,74.9,5.8,0,6.265732008,1013.8,0.2,9.9
HHR,2023-07-26T01:00:00,74.9,5.8,0,6.265732008,1013.8,0.2,9.9
HHR,2023-07-26T02:00:00,74,4.7,0,0,1013.4,0.2,9.9
HHR,2023-07-26T03:00:00,73.1,4.7,0,0,1013.2,88.6,8.7
HHR,2023-07-26T04:00:00,73.1,4.7,0,0,1013,27.6,9.9
HHR,2023-07-26T05:00:00,71.9,3.4,0,6.265732008,1013,88.7,9.9
HHR,2023-07-26T06:00:00,71.9,4.7,0,0,1013.4,99.6,8.7
HHR,2023-07-26T07:00:00,73.1,4.7,0,0,1013.6,88.9,8.7
HHR,2023-07-26T08:00:00,77,5.8,0,0,1013.9,0.5,8.7
HHR,2023-07-26T09:00:00,80,5.8,0,0,1013.8,0.4,9.9
HHR,2023-07-26T10:00:00,85.9,5.8,2.101088,3.4906585,1013.7,0.4,9.9
HHR,2023-07-26T11:00:00,86,16.1,4.112768,4.53785605,1014.2,0.5,9.9
HHR,2023-07-26T12:00:00,86,16.1,4.112768,4.712388975,1014.3,0.3,9.9
HHR,2023-07-26T13:00:00,88,16.1,4.112768,4.8869219,1013.8,0.3,9.9
HHR,2023-07-26T14:00:00,88,16.1,5.677408,4.363323125,1013.4,0.3,9.9
HHR,2023-07-26T15:00:00,89,16.1,3.621024,4.712388975,1012.7,0.3,9.9
HHR,2023-07-26T16:00:00,89.9,16.1,5.677408,4.53785605,1012.2,0.3,9.9
HHR,2023-07-26T17:00:00,86,17.2,5.096256,4.363323125,1011.7,0.3,9.9
HHR,2023-07-26T18:00:00,83.9,17.2,5.096256,4.53785605,1011.1,0.3,9.9
HHR,2023-07-26T19:00:00,80,17.2,4.604512,4.712388975,1011,0.2,9.9
HHR,2023-07-26T20:00:00,77,8.1,3.084576,4.014257275,1011.6,0.2,9.9
HHR,2023-07-26T21:00:00,75.8,8.1,2.592832,3.83972435,1012,0.2,9.9
HHR,2023-07-26T22:00:00,74.9,8.1,2.101088,4.014257275,1012.4,0,9.9
HHR,2023-07-26T23:00:00,74.9,5.8,2.101088,4.380776418,1012.3,0.2,9.9
HHR,2023-07-27T00:00:00,74.9,4.7,1.519936,4.694935683,1012.6,0.2,9.9
HHR,2023-07-27T01:00:00,74.9,4.7,2.101088,4.363323125,1012.7,0.2,9.9
HHR,2023-07-27T02:00:00,74,3.4,1.519936,4.8869219,1012.4,0.2,9.9
HHR,2023-07-27T03:00:00,73.1,4.7,0,6.265732008,1012,0.2,9.9
HHR,2023-07-27T04:00:00,73.1,4.7,0,0,1011.9,49.8,9.9
HHR,2023-07-27T05:00:00,71.9,4.7,0,0,1011.9,99.5,9.9
HHR,2023-07-27T06:00:00,71.9,4.7,0,6.265732008,1012.2,99.5,8.7
HHR,2023-07-27T07:00:00,73.1,4.7,1.519936,4.8869219,1012.3,49.8,8.7
HHR,2023-07-27T08:00:00,74.9,6.9,0,6.265732008,1012.9,0.2,8.7
HHR,2023-07-27T09:00:00,78.1,6.9,2.101088,4.363323125,1013.2,0.3,9.9
HHR,2023-07-27T10:00:00,80.9,6.9,2.592832,4.53785605,1013.4,0.2,9.9
HHR,2023-07-27T11:00:00,83,11.4,0,6.265732008,1013.6,0.2,9.9
HHR,2023-07-27T12:00:00,84.8,11.4,3.621024,4.53785605,1013.4,0,9.9
HHR,2023-07-27T13:00:00,83.9,11.4,3.621024,4.363323125,1013.2,0,9.9
HHR,2023-07-27T14:00:00,86,15,3.621024,4.712388975,1012.4,0.2,9.9
HHR,2023-07-27T15:00:00,84.8,15,5.096256,4.363323125,1011.9,0.2,9.9
HHR,2023-07-27T16:00:00,84.8,15,4.112768,4.363323125,1011.5,0.2,9.9
HHR,2023-07-27T17:00:00,83,12.8,4.604512,4.712388975,1011.1,0.2,9.9
HHR,2023-07-27T18:00:00,82.1,12.8,4.112768,4.363323125,1011,0.2,9.9
HHR,2023-07-27T19:00:00,79,12.8,4.604512,4.363323125,1011.6,0.2,9.9
HHR,2023-07-27T20:00:00,78.1,6.9,2.592832,4.014257275,1012.1,0.2,9.9
HHR,2023-07-27T21:00:00,75.8,6.9,2.101088,4.363323125,1012.2,0,9.9
HHR,2023-07-27T22:00:00,74.9,6.9,1.519936,4.014257275,1012.7,0,9.9
HHR,2023-07-27T23:00:00,74.9,5.8,0,0.034906585,1012.6,0.2,9.9
HHR,2023-07-28T00:00:00,74.9,5.8,2.592832,2.44346095,1012.6,49.8,9.9
HHR,2023-07-28T01:00:00,74,5.8,2.101088,1.919862175,1012.6,0.2,9.9
HHR,2023-07-28T02:00:00,73.1,6.9,2.101088,2.617993875,1012.2,27.5,9.9
HHR,2023-07-28T03:00:00,73.1,8.1,0,0.017453293,1011.7,27.5,9.9
HHR,2023-07-28T04:00:00,73.1,8.1,0,0.017453293,1011.4,99.5,8.7
HHR,2023-07-28T05:00:00,71.9,6.9,2.101088,2.268928025,1011.8,99.5,9.9
HHR,2023-07-28T06:00:00,71.9,6.9,0,0,1012.1,99.5,9.9
HHR,2023-07-28T07:00:00,71.9,6.9,0,0.034906585,1012.6,99.5,8.1
HHR,2023-07-28T08:00:00,74,5.8,1.475232,2.0943951,1013.1,0.2,8.7
HHR,2023-07-28T09:00:00,77,5.8,0,0.017453293,1013.6,0.3,8.7
HHR,2023-07-28T10:00:00,79.1,5.8,2.101088,2.967059725,1013.6,0.5,8.7
